strain	virus	isolate_id	date	region	country	division	location	host	authors
A/Anhui/13420/2017	avian_flu	EPI1100412	2017-01-14	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/13421/2017	avian_flu	EPI971321	2017-01-20	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/13422/2017	avian_flu	EPI1100420	2017-02-20	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/13423/2017	avian_flu	EPI971329	2017-01-13	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/13424/2017	avian_flu	EPI971337	2017-02-14	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/13425/2017	avian_flu	EPI971345	2017-02-14	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/13426/2017	avian_flu	EPI971353	2017-02-14	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/13427/2017	avian_flu	EPI971361	2017-02-14	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/13428/2017	avian_flu	EPI971369	2017-02-15	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/13431/2017	avian_flu	EPI971377	2017-01-13	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/13432/2017	avian_flu	EPI971385	2017-01-17	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/13433/2017	avian_flu	EPI971393	2017-01-17	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/13434/2017	avian_flu	EPI971401	2017-01-31	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/13436/2016	avian_flu	EPI971409	2016-12-31	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/13439/2017	avian_flu	EPI971417	2017-01-06	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/13441/2017	avian_flu	EPI971425	2017-01-13	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/13442/2017	avian_flu	EPI971433	2017-01-13	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/13443/2017	avian_flu	EPI1100428	2017-01-13	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/13444/2017	avian_flu	EPI971441	2017-02-20	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/13446/2017	avian_flu	EPI971449	2017-01-20	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/13447/2017	avian_flu	EPI971457	2017-01-27	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/13449/2017	avian_flu	EPI971465	2017-02-05	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/1872/2014	avian_flu	EPI627390	2014-02-19	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/1876/2014	avian_flu	EPI627398	2014-03-10	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/1878/2014	avian_flu	EPI627406	2014-04-02	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/1879/2014	avian_flu	EPI627446	2014-04-02	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/1881/2014	avian_flu	EPI627414	2014-04-13	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/1882/2014	avian_flu	EPI627422	2014-04-26	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/1883/2014	avian_flu	EPI627430	2014-04-26	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/1887/2014	avian_flu	EPI627438	2014-05-20	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/2/2013	avian_flu	EPI447644	2013-04-14	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/26835/2016	avian_flu	EPI1100436	2016-03-25	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/26836/2016	avian_flu	EPI1100444	2016-02-29	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/26837/2016	avian_flu	EPI1100452	2016-03-05	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/29170/2017	avian_flu	EPI1100460	2017-02-28	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/29171/2017	avian_flu	EPI1100468	2017-02-28	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/29172/2017	avian_flu	EPI1100476	2017-03-02	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/29173/2017	avian_flu	EPI1100484	2017-05-31	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/29174/2017	avian_flu	EPI1100492	2017-05-26	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/29176/2017	avian_flu	EPI1100500	2017-01-10	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/29177/2017	avian_flu	EPI1100508	2017-01-17	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/3/2013	avian_flu	EPI447637	2013-04-21	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/33223/2015	avian_flu	EPI628733	2015-03-02	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/33224/2015	avian_flu	EPI628741	2015-03-05	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/33225/2015	avian_flu	EPI628749	2015-02-26	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/33227/2015	avian_flu	EPI628661	2015-02-23	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/33228/2015	avian_flu	EPI628725	2015-04-08	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/4/2013	avian_flu	EPI509079	2013-04-01	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/40094/2015	avian_flu	EPI628557	2015-05-23	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/40095/2015	avian_flu	EPI628565	2015-05-23	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/42444/2015	avian_flu	EPI1100516	2015-06-24	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/45322/2016	avian_flu	EPI1100524	2016-06-09	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/60924/2016	avian_flu	EPI887993	2016-12-22	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/60925/2016	avian_flu	EPI888001	2016-12-21	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/60926/2016	avian_flu	EPI888073	2016-12-21	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/60927/2016	avian_flu	EPI887985	2016-12-18	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/60928/2016	avian_flu	EPI888009	2016-12-15	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/60929/2016	avian_flu	EPI888017	2016-12-15	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/60931/2016	avian_flu	EPI888033	2016-12-13	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/60932/2016	avian_flu	EPI888025	2016-12-19	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/60933/2016	avian_flu	EPI888041	2016-12-19	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/60934/2016	avian_flu	EPI888049	2016-12-19	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/60935/2016	avian_flu	EPI888057	2016-12-19	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/60936/2016	avian_flu	EPI887945	2016-12-16	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/9186/2014	avian_flu	EPI628029	2014-02-07	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/9188/2014	avian_flu	EPI628069	2014-02-07	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/9212/2014	avian_flu	EPI628045	2014-02-13	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/9214/2014	avian_flu	EPI628037	2014-02-15	china	china	anhui	anhui	human	who_chinese_national_influenza_center
A/Anhui/DEWH72-01/2013	avian_flu	EPI613813	2013-XX-XX	china	china	anhui	anhui	human	other_database_import
A/Anhui/DEWH72-02/2013	avian_flu	EPI613820	2013-XX-XX	china	china	anhui	anhui	human	other_database_import
A/Anhui/DEWH72-03/2013	avian_flu	EPI613827	2013-XX-XX	china	china	anhui	anhui	human	other_database_import
A/Anhui/DEWH72-04/2013	avian_flu	EPI613834	2013-XX-XX	china	china	anhui	anhui	human	other_database_import
A/Anhui/DEWH72-05/2013	avian_flu	EPI613768	2013-XX-XX	china	china	anhui	anhui	human	other_database_import
A/Anhui/DEWH72-06/2013	avian_flu	EPI613775	2013-XX-XX	china	china	anhui	anhui	human	other_database_import
A/Anhui/DEWH72-07/2013	avian_flu	EPI613782	2013-XX-XX	china	china	anhui	anhui	human	other_database_import
A/Anhui/DEWH72-08/2013	avian_flu	EPI613789	2013-XX-XX	china	china	anhui	anhui	human	other_database_import
A/Anhui/DEWH72-09/2013	avian_flu	EPI613796	2013-XX-XX	china	china	anhui	anhui	human	other_database_import
A/Beijing/1-A/2013	avian_flu	EPI447837	2013-04-12	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/10934/2017	avian_flu	EPI1100532	2017-02-14	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/19067/2017	avian_flu	EPI1100540	2017-03-31	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/19955/2017	avian_flu	EPI1100548	2017-04-05	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/19957/2017	avian_flu	EPI1100556	2017-04-06	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/2/2013	avian_flu	EPI509078	2013-05-27	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/21564/2017	avian_flu	EPI1100564	2017-04-15	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/21566/2017	avian_flu	EPI1100572	2017-04-14	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/21569/2017	avian_flu	EPI1100580	2017-04-13	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/22136/2017	avian_flu	EPI1100588	2017-04-19	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/22137/2017	avian_flu	EPI1100596	2017-04-17	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/22669/2017	avian_flu	EPI1100604	2017-04-23	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/22670/2017	avian_flu	EPI1100612	2017-04-23	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/25686/2017	avian_flu	EPI1100620	2017-05-05	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/25687/2017	avian_flu	EPI1100628	2017-05-09	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/27154/2017	avian_flu	EPI1100636	2017-05-18	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/27869/2017	avian_flu	EPI1100644	2017-05-28	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/27870/2017	avian_flu	EPI1100652	2017-05-28	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/28244/2017	avian_flu	EPI1100660	2017-06-05	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/28707/2017	avian_flu	EPI1100668	2017-06-07	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/28708/2017	avian_flu	EPI1100676	2017-06-07	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/28933/2017	avian_flu	EPI1100684	2017-05-10	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/29275/2017	avian_flu	EPI1100692	2017-06-16	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/39450/2016	avian_flu	EPI1100700	2016-05-26	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/40610/2015	avian_flu	EPI628541	2015-05-26	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/44066/2016	avian_flu	EPI1100708	2016-06-15	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/46530/2016	avian_flu	EPI1100716	2016-07-26	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/Beijing/9149/2014	avian_flu	EPI628085	2014-02-06	china	china	beijing	beijing	human	who_chinese_national_influenza_center
A/BritishColumbia/1/2015	avian_flu	EPI560395	2015-01-16	north_america	canada	british_columbia	british_columbia	human	public_health_agency_of_canada_(phac)
A/Changsha/1/2013	avian_flu	EPI477321	2013-03-22	china	china	hunan	changsha	human	other_database_import
A/Changsha/2/2013	avian_flu	EPI477322	2013-04-29	china	china	hunan	changsha	human	other_database_import
A/Changsha/26/2017	avian_flu	EPI1036682	2017-02-04	china	china	hunan	changsha	human	other_database_import
A/Changzhou/416/2014	avian_flu	EPI556837	2014-04-16	china	china	jiangsu	changzhou	human	jiangsu_provincial_center_for_disease_control_&_prevention
A/Chicken/Dongguan/1009	avian_flu	EPI597437	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1022	avian_flu	EPI597444	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1051	avian_flu	EPI596917	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1057	avian_flu	EPI596924	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1075	avian_flu	EPI596931	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1091	avian_flu	EPI597158	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1096	avian_flu	EPI592199	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1100	avian_flu	EPI578143	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1108	avian_flu	EPI597165	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1124	avian_flu	EPI597451	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1143	avian_flu	EPI596938	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1177	avian_flu	EPI596945	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1188	avian_flu	EPI597472	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1230	avian_flu	EPI597479	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1297	avian_flu	EPI596970	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1303	avian_flu	EPI597500	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1307	avian_flu	EPI597510	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1312	avian_flu	EPI596977	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1314	avian_flu	EPI597517	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1318	avian_flu	EPI597524	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1358	avian_flu	EPI592206	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1374	avian_flu	EPI596984	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1382	avian_flu	EPI597549	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1393	avian_flu	EPI597556	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1401	avian_flu	EPI597563	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1421	avian_flu	EPI597582	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1433	avian_flu	EPI597589	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1456	avian_flu	EPI597037	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1459	avian_flu	EPI597044	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1494	avian_flu	EPI597058	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1505	avian_flu	EPI597065	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1506	avian_flu	EPI597075	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1526	avian_flu	EPI597115	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1527	avian_flu	EPI578169	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1533	avian_flu	EPI578176	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1548	avian_flu	EPI578183	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1619	avian_flu	EPI597122	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1666	avian_flu	EPI597136	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1673	avian_flu	EPI597151	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1690	avian_flu	EPI578203	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/1697	avian_flu	EPI578222	2014-02-21	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/2912	avian_flu	EPI581600	2013-12-18	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/3112	avian_flu	EPI581613	2013-12-18	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/3141	avian_flu	EPI581620	2013-12-18	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/3145	avian_flu	EPI581627	2013-12-18	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/3146	avian_flu	EPI581634	2013-12-18	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/3219	avian_flu	EPI581647	2013-12-18	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/3418	avian_flu	EPI581690	2013-12-19	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/3438	avian_flu	EPI581697	2013-12-19	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/3464	avian_flu	EPI581708	2013-12-19	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/3487	avian_flu	EPI581715	2013-12-19	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/3488	avian_flu	EPI581722	2013-12-19	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/3491	avian_flu	EPI581729	2013-12-19	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/3544	avian_flu	EPI581766	2013-12-19	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/3563	avian_flu	EPI581773	2013-12-19	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/3582	avian_flu	EPI581780	2013-12-19	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/3894	avian_flu	EPI581877	2013-12-19	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/3917	avian_flu	EPI581884	2013-12-19	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/3935	avian_flu	EPI581891	2013-12-19	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/3945	avian_flu	EPI581898	2013-12-19	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/3972	avian_flu	EPI581905	2013-12-19	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/4037	avian_flu	EPI581926	2013-12-19	china	china	guangdong	guangdong	avian	other_database_import
A/Chicken/Dongguan/4040	avian_flu	EPI583316	2013-12-19	china	china	guangdong	guangdong	avian	other_database_import
